"customerid","Contract","MonthlyCharges","tenure","Churn","risk_segment"
"5419-JPRRN","Month-to-month","101.45","1","Yes","churned"
"3644-QXEHN","Month-to-month","97","13","No","medium risk"
"2911-IJORQ","One year","90.6","37","No","stable"
"5921-NGYRH","Month-to-month","73.55","64","No","medium risk"
"2100-BDNSN","Month-to-month","67.95","5","Yes","churned"
"5998-DZLYR","Two year","94.35","61","No","stable"
"0488-GSLFR","Month-to-month","69.5","1","Yes","churned"
"9318-NKNFC","Month-to-month","18.85","1","Yes","churned"
"3985-HOYPM","One year","19.4","26","No","stable"
"9728-FTTVZ","Month-to-month","69.2","1","Yes","churned"
"9548-LERKT","Two year","19.75","24","No","stable"
"6576-FBXOJ","One year","54.6","17","No","stable"
"4310-KEDTB","Month-to-month","29.8","26","No","medium risk"
"7254-IQWOZ","Month-to-month","69.65","1","Yes","churned"
"2474-BRUCM","Month-to-month","101.85","40","Yes","churned"
"4062-HBMOS","Month-to-month","103.05","52","No","medium risk"
"0742-NXBGR","Month-to-month","82.3","1","Yes","churned"
"2676-ISHSF","Month-to-month","20.3","1","No","medium risk"
"9236-NDUCW","Two year","35.1","21","No","stable"
"4753-PADAS","One year","105.7","67","No","stable"
"6103-QCKFX","Month-to-month","56.25","44","No","medium risk"
"7781-EWARA","One year","60.35","70","No","stable"
"6110-OHIHY","Month-to-month","79.25","3","Yes","churned"
"7018-FPXHH","Two year","59.8","56","No","stable"
"5889-LFOLL","Month-to-month","84.6","13","Yes","churned"
"5708-EVONK","Month-to-month","93.4","58","Yes","churned"
"8708-XPXHZ","Month-to-month","94.2","42","Yes","churned"
"0616-ATFGB","Month-to-month","25.05","1","Yes","churned"
"0572-ZJKLT","Two year","99.65","46","No","stable"
"5135-RDDQL","Two year","50.65","63","No","stable"
"1353-LJWEM","Month-to-month","60.9","11","No","medium risk"
"1794-SWWKL","Month-to-month","59.65","15","No","medium risk"
"6166-YIPFO","Two year","64.7","72","No","stable"
"7016-BPGEU","Month-to-month","25.1","29","Yes","churned"
"6876-ADESB","Month-to-month","48.95","1","Yes","churned"
"9332-GYWLO","Month-to-month","54.85","6","No","medium risk"
"1963-SVUCV","Month-to-month","45.3","1","Yes","churned"
"4184-VODJZ","One year","91.35","63","No","stable"
"0220-EBGCE","Month-to-month","85.85","2","Yes","churned"
"1092-WPIVQ","Two year","25.1","18","No","stable"
"7233-IOQNP","Month-to-month","34","43","No","medium risk"
"2834-JKOOW","One year","45.9","15","No","stable"
"2754-VDLTR","Month-to-month","95.2","10","Yes","churned"
"2400-FEQME","Two year","20.5","55","No","stable"
"3190-XFANI","One year","100.6","49","Yes","churned"
"7551-DACSP","Month-to-month","55.3","6","Yes","churned"
"4957-SREEC","Two year","20.35","70","No","stable"
"7235-NXZCP","Month-to-month","74.85","2","Yes","churned"
"0230-UBYPQ","One year","36.1","63","No","stable"
"4923-ADWXJ","Month-to-month","65.8","25","No","medium risk"
"1763-KUAAW","One year","20.35","18","No","stable"
"1104-TNLZA","Month-to-month","105.8","28","No","medium risk"
"5195-KPUNQ","One year","96.75","53","No","stable"
"0520-FDVVT","One year","102.35","35","Yes","churned"
"3439-GVUSX","Month-to-month","24.4","1","No","medium risk"
"1444-VVSGW","One year","115.65","70","Yes","churned"
"5712-PTIWW","Month-to-month","79.85","2","Yes","churned"
"5949-HGVJL","Month-to-month","73.05","26","No","medium risk"
"5203-XEHAX","One year","64.35","34","No","stable"
"1635-HDGFT","Two year","20.5","19","No","stable"
"3315-TOTBP","Month-to-month","76","15","Yes","churned"
"8050-XGRVL","One year","54.75","62","No","stable"
"6661-HBGWL","Month-to-month","104.75","42","Yes","churned"
"1518-VOWAV","Month-to-month","74.65","9","Yes","churned"
"9828-QHFBK","Month-to-month","51.15","24","No","medium risk"
"3908-MKIMJ","Two year","41.95","68","No","stable"
"5012-YSPJJ","Month-to-month","54.35","31","No","medium risk"
"5909-ECHUI","Month-to-month","56.25","1","Yes","churned"
"1309-BXVOQ","Month-to-month","106.1","21","Yes","churned"
"6728-VOIFY","One year","96","63","No","stable"
"9317-WZPGV","Month-to-month","79.75","2","Yes","churned"
"4891-NLUBA","Two year","61.45","61","No","stable"
"2856-HYAPG","Month-to-month","68.65","1","Yes","churned"
"8969-PRHFK","One year","19.65","18","No","stable"
"0661-KQHNK","One year","19","6","No","stable"
"8709-KRDVL","Month-to-month","100","33","No","medium risk"
"4488-PSYCG","Month-to-month","20.25","16","Yes","churned"
"1427-VERSM","Month-to-month","98.7","56","No","medium risk"
"9801-NOSHQ","One year","19.8","23","No","stable"
"6339-YPSAH","Month-to-month","73.8","9","No","medium risk"
"3621-CEOVK","Month-to-month","100.2","14","Yes","churned"
"6906-ANDWJ","Month-to-month","74.9","15","Yes","churned"
"2159-TURXX","Month-to-month","20.05","5","No","medium risk"
"1548-FEHVL","Month-to-month","106.2","61","No","medium risk"
"3795-CAWEX","Two year","116.55","70","No","stable"
"6215-NQCPY","Month-to-month","99.7","15","No","medium risk"
"5647-URDKA","Two year","19.7","8","No","stable"
"2229-DPMBI","Two year","19.5","8","No","stable"
"9626-WEQRM","Month-to-month","29.15","4","No","medium risk"
"2188-SXWVT","One year","55","34","No","stable"
"6258-PVZWJ","Two year","90.8","68","No","stable"
"1094-BKOSX","One year","51","45","No","stable"
"6969-MVBAI","Month-to-month","90.1","9","No","high risk"
"2978-XXSOG","Month-to-month","59.05","22","No","medium risk"
"2342-CKIAO","Month-to-month","20.3","2","No","medium risk"
"6953-PBDIN","Two year","72.95","70","No","stable"
"3898-BSJYF","One year","73.55","10","No","stable"
"3938-YFPXD","Two year","84.3","72","No","stable"
"7696-AMHOD","One year","78","49","No","stable"
"2453-SAFNS","One year","72.1","54","No","stable"
"9558-IHEZX","Two year","106.75","71","No","stable"
"9617-UDPEU","One year","19.25","22","No","stable"
"6340-DACFT","Two year","20.55","50","No","stable"
"4955-VCWBI","One year","20","43","No","stable"
"6813-GZQCG","Two year","24.65","45","No","stable"
"7426-GSWPO","Month-to-month","103.5","64","No","medium risk"
"3389-KTRXV","Two year","23.85","23","No","stable"
"3118-UHVVQ","Two year","25.8","68","No","stable"
"1031-IIDEO","Month-to-month","70.85","1","Yes","churned"
"5832-XKAES","Month-to-month","69.8","2","Yes","churned"
"3205-MXZRA","One year","59.45","26","No","stable"
"4701-AHWMW","Month-to-month","54.55","55","Yes","churned"
"8317-BVKSO","Month-to-month","20.05","14","No","medium risk"
"5702-KVQRD","Two year","82.55","71","No","stable"
"0083-PIVIK","One year","81.25","64","No","stable"
"9210-IAHGH","Month-to-month","70.75","7","Yes","churned"
"6169-PGNCD","Two year","74.3","57","No","stable"
"0023-XUOPT","Month-to-month","94.1","13","Yes","churned"
"4592-IWTJI","Month-to-month","29.7","3","Yes","churned"
"4909-JOUPP","Two year","109.7","72","No","stable"
"4657-FWVFY","Month-to-month","96.35","40","No","medium risk"
"2257-BOVXD","Month-to-month","66.6","14","No","medium risk"
"7729-JTEEC","Month-to-month","44.5","2","No","medium risk"
"7632-MNYOY","One year","110.9","66","Yes","churned"
"6518-LGAOV","Month-to-month","105","38","Yes","churned"
"7242-QZLXF","Month-to-month","25.3","1","Yes","churned"
"4576-CSAJH","One year","55.15","22","Yes","churned"
"1000-AJSLD","Month-to-month","20.1","1","Yes","churned"
"9696-RMYBA","Month-to-month","80.1","5","No","high risk"
"8690-UPCZI","One year","69.05","29","No","stable"
"1062-LHZOD","Month-to-month","69.9","1","Yes","churned"
"9770-LXDBK","Month-to-month","20.4","3","No","medium risk"
"4086-WITJG","Two year","19.7","71","No","stable"
"8344-WFMFH","Month-to-month","50.1","9","No","medium risk"
"9600-NAXZN","Month-to-month","101.4","43","Yes","churned"
"8822-KNBHV","One year","83.45","48","No","stable"
"8404-FYDIB","Month-to-month","86.65","26","No","medium risk"
"2791-SFVEW","Month-to-month","20.15","9","No","medium risk"
"6457-USBER","Month-to-month","80.8","1","Yes","churned"
"6762-NSODU","Two year","19.4","46","No","stable"
"4662-EKDPQ","Month-to-month","62.05","2","Yes","churned"
"9248-OJYKK","Month-to-month","76.45","1","Yes","churned"
"9888-ZCUMM","Two year","60.05","64","No","stable"
"3398-FSHON","Month-to-month","91.3","12","Yes","churned"
"3319-DWOEP","Month-to-month","95.75","6","Yes","churned"
"1074-WVEVG","One year","20.35","59","No","stable"
"9979-RGMZT","One year","94.05","7","No","stable"
"6437-UDQJM","Two year","84.1","72","No","stable"
"1226-IENZN","Month-to-month","78.75","16","No","medium risk"
"2108-GLPQB","Month-to-month","55.55","25","No","medium risk"
"9259-PACGQ","Month-to-month","62.65","34","Yes","churned"
"4415-IJZTP","Month-to-month","74.5","1","Yes","churned"
"1465-VINDH","Month-to-month","102.1","10","Yes","churned"
"5474-LAMUQ","One year","20.1","24","No","stable"
"3468-DRVQJ","One year","70.3","10","No","stable"
"1122-YJBCS","One year","53.65","69","No","stable"
"4990-ALDGW","Two year","20.75","57","No","stable"
"4816-OKWNX","One year","103.4","50","No","stable"
"3315-IKYZQ","One year","50.8","28","No","stable"
"2810-FTLEM","Month-to-month","50.15","16","Yes","churned"
"4747-LCAQL","Month-to-month","79","25","No","medium risk"
"3411-WLRSQ","Month-to-month","74.6","3","No","medium risk"
"0898-XCGTF","One year","96.5","61","No","stable"
"8006-PYCSW","Month-to-month","20.1","2","No","medium risk"
"8249-THVEC","One year","19.4","51","No","stable"
"8722-PRFDV","Two year","77.55","71","No","stable"
"2164-SOQXL","Month-to-month","20.05","20","No","medium risk"
"4020-KIUDI","Month-to-month","19.85","6","No","medium risk"
"5850-BDWCY","Month-to-month","20.2","6","No","medium risk"
"2038-YSEZE","Month-to-month","67.45","29","No","medium risk"
"0827-ITJPH","Two year","18.55","36","No","stable"
"8799-OXZMD","Month-to-month","29.75","28","No","medium risk"
"1925-TIBLE","Month-to-month","86.5","7","Yes","churned"
"1705-GUHPV","Two year","24.2","63","No","stable"
"4779-ZGICK","Two year","23.55","48","No","stable"
"0048-PIHNL","One year","20.45","49","No","stable"
"0818-OCPZO","Month-to-month","81.45","27","Yes","churned"
"3967-KXAPS","Two year","92.3","72","No","stable"
"1447-GIQMR","Month-to-month","69.15","1","Yes","churned"
"3704-IEAXF","Two year","53.65","72","No","stable"
"6810-VCAEX","One year","39.65","47","No","stable"
"0674-EYYZV","Month-to-month","54.65","1","No","medium risk"
"4480-MBMLB","One year","104.8","36","No","stable"
"1395-OFUWC","Month-to-month","29.3","43","No","medium risk"
"0822-QGCXA","Month-to-month","83.85","27","No","medium risk"
"0872-NXJYS","Month-to-month","79.55","9","Yes","churned"
"2832-KJCRD","Month-to-month","103.65","38","No","medium risk"
"3588-WSTTJ","Month-to-month","99.05","35","No","medium risk"
"5090-EMGTC","Two year","100.05","59","No","stable"
"2346-CZYIL","Two year","20.35","27","No","stable"
"3798-EPWRR","Month-to-month","43.95","2","No","medium risk"
"6258-NGCNG","Month-to-month","23.5","7","No","medium risk"
"4186-ZBUEW","One year","70.7","36","No","stable"
"5274-XHAKY","Month-to-month","94.3","41","No","medium risk"
"1442-BQPVU","Month-to-month","29.15","13","No","medium risk"
"3978-YNKDD","Two year","20.85","19","No","stable"
"4940-KHCWD","Two year","37.7","60","No","stable"
"9412-ARGBX","Two year","95.5","48","Yes","churned"
"1389-CXMLU","Month-to-month","91.05","3","Yes","churned"
"9589-ABEPT","Two year","92.45","69","No","stable"
"9388-ZEYVT","One year","44.15","43","No","stable"
"0305-SQECB","One year","36.05","11","No","stable"
"7605-SNLQG","Month-to-month","50.25","45","No","medium risk"
"4670-TABXH","Two year","109.75","72","No","stable"
"5561-NWEVX","Month-to-month","79.2","2","Yes","churned"
"0064-SUDOG","Two year","20.3","12","No","stable"
"8561-NMTBD","One year","112.35","67","No","stable"
"5161-XEUVX","Two year","94.3","37","No","stable"
"8292-FRFZQ","One year","41.15","39","No","stable"
"8591-NXRCV","Month-to-month","74.65","41","No","medium risk"
"7895-VONWT","Month-to-month","48.25","25","No","medium risk"
"4526-RMTLL","Two year","76.15","8","No","stable"
"6253-GNHWH","Two year","71.1","71","No","stable"
"4566-NECEV","Month-to-month","96.55","5","No","high risk"
"8080-POTJR","One year","79.3","30","No","stable"
"6906-MPARY","One year","89.6","40","No","stable"
"3662-FXJFO","Two year","20.5","54","No","stable"
"8107-RZLNV","Two year","106.3","72","No","stable"
"0516-OOHAR","One year","100.35","28","No","stable"
"2027-CWDNU","Month-to-month","85.6","18","No","medium risk"
"2737-WFVYW","Month-to-month","45.25","2","Yes","churned"
"9912-OMZDS","One year","106.15","59","No","stable"
"3733-ZEECP","Month-to-month","51.1","22","No","medium risk"
"7878-RTCZG","Month-to-month","19.9","1","No","medium risk"
"2452-MRMZF","Two year","25.7","72","No","stable"
"2272-QAGFO","Month-to-month","74.3","14","Yes","churned"
"7103-IPXPJ","One year","99.4","50","No","stable"
"4342-HFXWS","One year","69.7","48","No","stable"
"3545-CNWRG","Month-to-month","98.35","49","No","medium risk"
"1785-BPHTP","Month-to-month","85.45","28","No","medium risk"
"4989-LIXVT","Month-to-month","95.9","68","No","medium risk"
"7315-WYOAW","Month-to-month","100.75","13","No","medium risk"
"1173-XZPYF","Month-to-month","89.2","11","No","high risk"
"9850-OWRHQ","Month-to-month","74.1","3","Yes","churned"
"3768-NLUBH","Month-to-month","100.6","57","Yes","churned"
"8676-TRMJS","Month-to-month","75","3","Yes","churned"
"2509-TFPJU","Two year","25.75","72","No","stable"
"9530-GRMJG","Two year","84.1","70","No","stable"
"6898-RBTLU","Two year","79.3","49","No","stable"
"5481-NTDOH","One year","107.05","67","No","stable"
"2068-WWXQZ","Two year","20.05","46","No","stable"
"7359-SSBJK","Two year","70.2","64","Yes","churned"
"2061-VVFST","Month-to-month","19.5","37","No","medium risk"
"0685-MLYYM","Month-to-month","70.75","2","Yes","churned"
"0749-IRGQE","Month-to-month","45.3","13","No","medium risk"
"2380-DAMQP","Two year","115.15","72","No","stable"
"2256-YLYLP","Two year","72.95","68","No","stable"
"1272-ILHFG","One year","19.65","15","No","stable"
"0164-XAIRP","Two year","19.55","24","No","stable"
"5666-CYCYZ","Month-to-month","89.55","24","No","medium risk"
"4011-ARPHK","Month-to-month","50.35","27","No","medium risk"
"8182-PNAGI","Month-to-month","50.25","12","Yes","churned"
"6365-HITVU","Two year","87.25","71","No","stable"
"7558-IMLMT","Two year","20.8","67","No","stable"
"9488-FYQAU","Two year","109.25","63","No","stable"
"3590-TCXTB","Month-to-month","20.35","1","No","medium risk"
"6994-KERXL","Month-to-month","55.9","4","No","medium risk"
"7957-RYHQD","Month-to-month","79.2","40","Yes","churned"
"2180-DXNEG","Month-to-month","96","12","Yes","churned"
"1960-UOTYM","Two year","79.2","52","No","stable"
"2740-JFBOK","Month-to-month","24","10","No","medium risk"
"6500-JVEGC","One year","101.35","68","No","stable"
"5515-AKOAJ","Month-to-month","100.1","54","Yes","churned"
"8976-OQHGT","Month-to-month","56.5","4","Yes","churned"
"5245-VDBUR","One year","35.45","52","No","stable"
"6230-BSUXY","Month-to-month","85","1","Yes","churned"
"8469-SNFFH","One year","79.4","70","No","stable"
"2144-ESWKO","One year","35.2","43","No","stable"
"1241-FPMOF","Two year","19.65","52","No","stable"
"9928-BZVLZ","Two year","49.85","12","No","stable"
"4114-QMKVN","One year","68.75","56","No","stable"
"9003-CPATH","Month-to-month","79.9","42","No","medium risk"
"1754-GKYPY","Month-to-month","89.75","22","No","medium risk"
"5294-CDGWY","One year","59.3","51","Yes","churned"
"7956-XQWGU","Month-to-month","19.4","27","No","medium risk"
"1591-MQJTP","One year","93.65","51","No","stable"
"5295-PCJOO","Month-to-month","49.4","4","Yes","churned"
"2369-FEVNO","Month-to-month","19.9","1","No","medium risk"
"9863-JZAIC","Month-to-month","55","35","Yes","churned"
"7471-MQPOS","One year","72.9","71","No","stable"
"7660-HDPJV","Month-to-month","69.2","1","Yes","churned"
"5115-SQAAU","Two year","25.6","69","No","stable"
"9845-QOMAD","One year","19.75","14","No","stable"
"7672-VFMXZ","Month-to-month","55.7","57","No","medium risk"
"9739-JLPQJ","Two year","117.5","72","No","stable"
"9916-AYHTC","Two year","19.85","48","No","stable"
"3855-ONCAR","Month-to-month","78.9","4","No","medium risk"
"1488-SYSFC","Month-to-month","20.65","31","No","medium risk"
"7931-PXHFC","One year","62.3","38","Yes","churned"
"3990-QYKBE","Month-to-month","92.5","37","Yes","churned"
"0970-QXPXW","Month-to-month","19.65","1","No","medium risk"
"3259-KNMRR","Two year","79.75","57","No","stable"
"6120-RJKLU","Two year","79.95","62","No","stable"
"9572-WUKSB","Month-to-month","29.9","3","No","medium risk"
"5893-KCLGT","Two year","19.75","72","No","stable"
"0076-LVEPS","Month-to-month","45","29","No","medium risk"
"3640-JQGJG","Month-to-month","44.8","13","No","medium risk"
"4919-MOAVT","Month-to-month","69.65","3","Yes","churned"
"1596-OQSPS","Month-to-month","51.1","11","No","medium risk"
"9867-XOBQA","Two year","53.15","21","No","stable"
"9546-KDTRB","Month-to-month","24.7","19","No","medium risk"
"3090-HAWSU","Two year","111.6","61","Yes","churned"
"9820-RMCQV","Month-to-month","48.55","11","Yes","churned"
"3174-RKMOW","Month-to-month","109.95","35","No","medium risk"
"1760-CAZHT","Month-to-month","20.8","25","No","medium risk"
"7839-QRKXN","Month-to-month","20.2","1","Yes","churned"
