"customerid","gender","Contract","tenure","MonthlyCharges","PaymentMethod","risk_level"
"5712-VBOXD","Female","Month-to-month","4","20.15","Credit card (automatic)","Low/Medium Risk"
"9710-NJERN","Female","Two year","39","20.15","Mailed check","Low/Medium Risk"
"8631-XVRZL","Male","One year","9","20.15","Mailed check","Low/Medium Risk"
"5505-OVWQW","Female","One year","17","20.15","Mailed check","Low/Medium Risk"
"7137-NAXML","Male","One year","23","20.15","Bank transfer (automatic)","Low/Medium Risk"
"3170-NMYVV","Female","Two year","50","20.15","Bank transfer (automatic)","Low/Medium Risk"
"8957-THMOA","Female","Two year","50","20.15","Credit card (automatic)","Low/Medium Risk"
"5529-GIBVH","Female","Two year","47","20.15","Mailed check","Low/Medium Risk"
"3778-FOAQW","Female","One year","24","20.15","Mailed check","Low/Medium Risk"
"8999-EXMNO","Female","Two year","19","20.15","Mailed check","Low/Medium Risk"
"3977-QCRSL","Female","Month-to-month","5","20.15","Mailed check","Low/Medium Risk"
"6000-UKLWI","Male","Two year","41","20.15","Mailed check","Low/Medium Risk"
"2749-CTKAJ","Male","One year","22","20.15","Mailed check","Low/Medium Risk"
"5777-ZPQNC","Female","One year","12","20.15","Electronic check","Low/Medium Risk"
"4397-FRLTA","Female","Month-to-month","4","20.15","Mailed check","Low/Medium Risk"
"5519-TEEUH","Male","One year","33","20.15","Mailed check","Low/Medium Risk"
"2791-SFVEW","Female","Month-to-month","9","20.15","Bank transfer (automatic)","Low/Medium Risk"
"8327-WKMIE","Male","One year","37","20.15","Credit card (automatic)","Low/Medium Risk"
"4781-ZXYGU","Male","Month-to-month","1","20.15","Bank transfer (automatic)","Low/Medium Risk"
"2120-SMPEX","Male","Month-to-month","25","20.15","Mailed check","Low/Medium Risk"
"1494-EJZDW","Female","Two year","10","20.15","Mailed check","Low/Medium Risk"
"5474-LAMUQ","Male","One year","24","20.1","Mailed check","Low/Medium Risk"
"0264-CNITK","Female","Two year","71","20.1","Bank transfer (automatic)","Low/Medium Risk"
"1934-MKPXS","Male","One year","33","20.1","Credit card (automatic)","Low/Medium Risk"
"7777-UNYHB","Female","Month-to-month","12","20.1","Credit card (automatic)","Low/Medium Risk"
"8006-PYCSW","Female","Month-to-month","2","20.1","Mailed check","Low/Medium Risk"
"5627-TVBPP","Female","One year","35","20.1","Credit card (automatic)","Low/Medium Risk"
"0829-DDVLK","Female","One year","15","20.1","Credit card (automatic)","Low/Medium Risk"
"0902-RFHOF","Male","One year","38","20.1","Mailed check","Low/Medium Risk"
"0464-WJTKO","Female","Two year","72","20.1","Bank transfer (automatic)","Low/Medium Risk"
"9257-AZMTZ","Female","Two year","52","20.1","Bank transfer (automatic)","Low/Medium Risk"
"2150-OEGBV","Male","One year","27","20.1","Bank transfer (automatic)","Low/Medium Risk"
"9483-GCPWE","Male","One year","9","20.1","Mailed check","Low/Medium Risk"
"1403-LKLIK","Female","One year","33","20.1","Mailed check","Low/Medium Risk"
"5845-BZZIB","Male","Two year","35","20.1","Mailed check","Low/Medium Risk"
"2228-BZDEE","Female","Two year","54","20.1","Mailed check","Low/Medium Risk"
"1776-SPBWV","Female","One year","34","20.1","Bank transfer (automatic)","Low/Medium Risk"
"2587-YNLES","Female","Two year","6","20.1","Mailed check","Low/Medium Risk"
"9367-TCUYN","Female","Month-to-month","12","20.1","Mailed check","Low/Medium Risk"
"4616-EWBNJ","Female","One year","16","20.1","Bank transfer (automatic)","Low/Medium Risk"
"7328-OWMOM","Female","One year","31","20.1","Credit card (automatic)","Low/Medium Risk"
"8752-IMQOS","Male","One year","5","20.1","Mailed check","Low/Medium Risk"
"1133-KXCGE","Female","One year","18","20.1","Mailed check","Low/Medium Risk"
"0508-SQWPL","Female","Two year","57","20.1","Bank transfer (automatic)","Low/Medium Risk"
"5296-BFCYD","Male","Two year","46","20.1","Mailed check","Low/Medium Risk"
"4821-WQOYN","Female","Two year","72","20.1","Credit card (automatic)","Low/Medium Risk"
"7017-VFULY","Female","Month-to-month","2","20.1","Bank transfer (automatic)","Low/Medium Risk"
"2387-KDZQY","Male","One year","17","20.1","Mailed check","Low/Medium Risk"
"3769-MHZNV","Female","Two year","33","20.1","Mailed check","Low/Medium Risk"
"7267-FRMJW","Female","Two year","25","20.1","Mailed check","Low/Medium Risk"
"1328-EUZHC","Female","Two year","18","20.1","Mailed check","Low/Medium Risk"
"3243-ZHOHY","Female","One year","16","20.1","Mailed check","Low/Medium Risk"
"8499-BRXTD","Male","One year","18","20.1","Mailed check","Low/Medium Risk"
"1952-DVVSW","Female","One year","10","20.1","Mailed check","Low/Medium Risk"
"1855-CFULU","Female","Month-to-month","4","20.05","Mailed check","Low/Medium Risk"
"1167-OYZJF","Female","Two year","67","20.05","Bank transfer (automatic)","Low/Medium Risk"
"1336-EZFZY","Female","Month-to-month","4","20.05","Mailed check","Low/Medium Risk"
"6139-ZZRBQ","Male","Two year","64","20.05","Bank transfer (automatic)","Low/Medium Risk"
"8902-ZEOVF","Male","One year","47","20.05","Mailed check","Low/Medium Risk"
"4359-INNWN","Female","One year","17","20.05","Credit card (automatic)","Low/Medium Risk"
"1223-UNPKS","Male","Two year","20","20.05","Mailed check","Low/Medium Risk"
"3239-TPHPZ","Female","Two year","12","20.05","Electronic check","Low/Medium Risk"
"5849-ASHZJ","Male","One year","27","20.05","Credit card (automatic)","Low/Medium Risk"
"5380-XPJNZ","Female","One year","38","20.05","Mailed check","Low/Medium Risk"
"8129-GMVGI","Female","Two year","56","20.05","Mailed check","Low/Medium Risk"
"0188-GWFLE","Male","Month-to-month","2","20.05","Mailed check","Low/Medium Risk"
"2300-RQGOI","Female","Two year","38","20.05","Mailed check","Low/Medium Risk"
"3635-QQRQD","Male","Two year","62","20.05","Credit card (automatic)","Low/Medium Risk"
"2333-KWEWW","Male","Two year","18","20.05","Credit card (automatic)","Low/Medium Risk"
"6551-VLJMV","Male","Two year","34","20.05","Credit card (automatic)","Low/Medium Risk"
"7096-UCLNH","Male","Month-to-month","1","20.05","Mailed check","Low/Medium Risk"
"1757-TCATG","Male","One year","35","20.05","Bank transfer (automatic)","Low/Medium Risk"
"5919-VCZYM","Male","Month-to-month","2","20.05","Mailed check","Low/Medium Risk"
"7064-JHXCE","Male","Two year","62","20.05","Credit card (automatic)","Low/Medium Risk"
"7874-ECPQJ","Female","Month-to-month","4","20.05","Bank transfer (automatic)","Low/Medium Risk"
"6147-CBCRA","Female","Month-to-month","33","20.05","Mailed check","Low/Medium Risk"
"8749-CLJXC","Male","Month-to-month","1","20.05","Mailed check","Low/Medium Risk"
"8387-UGUSU","Female","Month-to-month","15","20.05","Mailed check","Low/Medium Risk"
"9867-NNXLC","Female","Month-to-month","22","20.05","Mailed check","Low/Medium Risk"
"5848-FHRFC","Female","Two year","68","20.05","Bank transfer (automatic)","Low/Medium Risk"
"8540-ZQGEA","Female","Two year","54","20.05","Credit card (automatic)","Low/Medium Risk"
"7094-MSZAO","Male","Month-to-month","10","20.05","Credit card (automatic)","Low/Medium Risk"
"0442-TDYUO","Male","Two year","48","20.05","Mailed check","Low/Medium Risk"
"7634-HLQJR","Female","Two year","47","20.05","Credit card (automatic)","Low/Medium Risk"
"2812-REYAT","Female","One year","49","20.05","Bank transfer (automatic)","Low/Medium Risk"
"2812-SFXMJ","Male","Month-to-month","1","20.05","Mailed check","Low/Medium Risk"
"7542-CYDDM","Male","Month-to-month","18","20.05","Mailed check","Low/Medium Risk"
"7463-IFMQU","Female","Two year","72","20.05","Bank transfer (automatic)","Low/Medium Risk"
"6725-TPKJO","Male","Two year","44","20.05","Mailed check","Low/Medium Risk"
"9962-BFPDU","Female","Month-to-month","1","20.05","Mailed check","Low/Medium Risk"
"2717-HVIZY","Female","Month-to-month","8","20.05","Mailed check","Low/Medium Risk"
"3407-QGWLG","Male","Month-to-month","3","20.05","Mailed check","Low/Medium Risk"
"0301-KOBTQ","Male","Two year","32","20.05","Bank transfer (automatic)","Low/Medium Risk"
"6100-FJZDG","Male","One year","26","20.05","Bank transfer (automatic)","Low/Medium Risk"
"0859-YGKFW","Male","One year","18","20.05","Bank transfer (automatic)","Low/Medium Risk"
"5993-BQHEA","Male","One year","12","20.05","Credit card (automatic)","Low/Medium Risk"
"4661-NJEUX","Male","Month-to-month","1","20.05","Mailed check","Low/Medium Risk"
"2159-TURXX","Male","Month-to-month","5","20.05","Credit card (automatic)","Low/Medium Risk"
"4785-NKHCX","Male","Month-to-month","5","20.05","Bank transfer (automatic)","Low/Medium Risk"
"8317-BVKSO","Male","Month-to-month","14","20.05","Electronic check","Low/Medium Risk"
"7632-YUTXB","Female","One year","25","20.05","Mailed check","Low/Medium Risk"
"2682-KEVRP","Female","One year","22","20.05","Mailed check","Low/Medium Risk"
"2164-SOQXL","Female","Month-to-month","20","20.05","Mailed check","Low/Medium Risk"
"3030-ZKIWL","Male","Month-to-month","1","20.05","Mailed check","Low/Medium Risk"
"2068-WWXQZ","Male","Two year","46","20.05","Bank transfer (automatic)","Low/Medium Risk"
"1403-GYAFU","Male","Two year","70","20.05","Credit card (automatic)","Low/Medium Risk"
"7531-GQHME","Male","Month-to-month","12","20.05","Credit card (automatic)","Low/Medium Risk"
"9442-JTWDL","Female","One year","11","20.05","Credit card (automatic)","Low/Medium Risk"
"5876-QMYLD","Female","One year","23","20.05","Mailed check","Low/Medium Risk"
"4291-YZODP","Female","One year","7","20.05","Mailed check","Low/Medium Risk"
"0357-NVCRI","Female","Month-to-month","25","20.05","Credit card (automatic)","Low/Medium Risk"
"0871-OPBXW","Female","Month-to-month","2","20.05","Mailed check","Low/Medium Risk"
"2393-DIVAI","Female","Month-to-month","3","20","Mailed check","Low/Medium Risk"
"2208-MPXIO","Female","Two year","45","20","Bank transfer (automatic)","Low/Medium Risk"
"8439-LTUGF","Male","Month-to-month","10","20","Credit card (automatic)","Low/Medium Risk"
"3097-FQTVJ","Female","Two year","41","20","Mailed check","Low/Medium Risk"
"2017-CCBLH","Female","Two year","8","20","Mailed check","Low/Medium Risk"
"4712-UYOOI","Female","Month-to-month","20","20","Electronic check","Low/Medium Risk"
"0380-ZCSBI","Male","Month-to-month","10","20","Credit card (automatic)","Low/Medium Risk"
"9251-AWQGT","Female","Two year","48","20","Mailed check","Low/Medium Risk"
"6734-CKRSM","Female","Month-to-month","3","20","Mailed check","Low/Medium Risk"
"3454-JFUBC","Male","Two year","68","20","Credit card (automatic)","Low/Medium Risk"
"6972-SNKKW","Female","Month-to-month","6","20","Mailed check","Low/Medium Risk"
"1269-FOYWN","Male","One year","44","20","Bank transfer (automatic)","Low/Medium Risk"
"0847-HGRML","Male","Two year","62","20","Bank transfer (automatic)","Low/Medium Risk"
"3556-BVQGL","Female","One year","20","20","Mailed check","Low/Medium Risk"
"9700-ZCLOT","Male","Month-to-month","2","20","Mailed check","Low/Medium Risk"
"7047-YXDMZ","Male","Month-to-month","21","20","Mailed check","Low/Medium Risk"
"9824-QCJPK","Male","One year","36","20","Mailed check","Low/Medium Risk"
"7808-DVWEP","Male","Month-to-month","3","20","Bank transfer (automatic)","Low/Medium Risk"
"7277-KAMWT","Male","Two year","13","20","Credit card (automatic)","Low/Medium Risk"
"8084-OIVBS","Female","One year","11","20","Mailed check","Low/Medium Risk"
"9507-HSMMZ","Male","Two year","54","20","Mailed check","Low/Medium Risk"
"4716-MRVEN","Female","One year","29","20","Mailed check","Low/Medium Risk"
"8215-NGSPE","Female","Two year","42","20","Mailed check","Low/Medium Risk"
"3011-WQKSZ","Male","Month-to-month","19","20","Electronic check","Low/Medium Risk"
"4860-YZGZM","Male","Month-to-month","10","20","Electronic check","Low/Medium Risk"
"9800-OUIGR","Male","Two year","66","20","Credit card (automatic)","Low/Medium Risk"
"6621-NRZAK","Female","Two year","63","20","Credit card (automatic)","Low/Medium Risk"
"9585-KKMFD","Male","Two year","41","20","Mailed check","Low/Medium Risk"
"4323-ELYYB","Male","One year","13","20","Mailed check","Low/Medium Risk"
"0967-BMLBD","Female","One year","11","20","Mailed check","Low/Medium Risk"
"1552-CZCLL","Female","Month-to-month","55","20","Credit card (automatic)","Low/Medium Risk"
"4955-VCWBI","Female","One year","43","20","Mailed check","Low/Medium Risk"
"4986-MXSFP","Female","Month-to-month","2","20","Mailed check","Low/Medium Risk"
"3807-XHCJH","Female","Month-to-month","1","20","Electronic check","Low/Medium Risk"
"4237-CLSMM","Male","Month-to-month","2","20","Mailed check","Low/Medium Risk"
"4709-LKHYG","Female","One year","29","20","Electronic check","Low/Medium Risk"
"4079-ULGFR","Male","Month-to-month","16","20","Mailed check","Low/Medium Risk"
"7698-YFGEZ","Male","Month-to-month","1","20","Mailed check","Low/Medium Risk"
"1401-FTHFQ","Male","One year","23","20","Credit card (automatic)","Low/Medium Risk"
"2181-TIDSV","Male","Two year","68","19.95","Bank transfer (automatic)","Low/Medium Risk"
"3190-FZATL","Male","Month-to-month","14","19.95","Mailed check","Low/Medium Risk"
"6377-KSLXC","Male","Month-to-month","5","19.95","Mailed check","Low/Medium Risk"
"0281-CNTZX","Male","Two year","63","19.95","Bank transfer (automatic)","Low/Medium Risk"
"1796-JANOW","Female","Month-to-month","2","19.95","Mailed check","Low/Medium Risk"
"8232-UTFOZ","Male","Two year","69","19.95","Credit card (automatic)","Low/Medium Risk"
"7521-YXVZY","Male","Month-to-month","3","19.95","Mailed check","Low/Medium Risk"
"5469-NUJUR","Male","Two year","19","19.95","Mailed check","Low/Medium Risk"
"2542-HYGIQ","Female","Month-to-month","1","19.95","Credit card (automatic)","Low/Medium Risk"
"5546-QUERU","Male","One year","13","19.95","Mailed check","Low/Medium Risk"
"0178-CIIKR","Female","Month-to-month","3","19.95","Mailed check","Low/Medium Risk"
"8859-YSTWS","Male","One year","48","19.95","Bank transfer (automatic)","Low/Medium Risk"
"0221-NAUXK","Male","One year","10","19.95","Bank transfer (automatic)","Low/Medium Risk"
"5014-GSOUQ","Male","Two year","13","19.95","Mailed check","Low/Medium Risk"
"0114-RSRRW","Female","Month-to-month","10","19.95","Bank transfer (automatic)","Low/Medium Risk"
"9788-YTFGE","Male","Month-to-month","7","19.95","Mailed check","Low/Medium Risk"
"3363-EWLGO","Female","Month-to-month","5","19.95","Mailed check","Low/Medium Risk"
"5310-NOOVA","Male","Two year","46","19.95","Electronic check","Low/Medium Risk"
"1764-VUUMT","Male","Two year","66","19.95","Credit card (automatic)","Low/Medium Risk"
"5970-GHJAW","Male","Two year","46","19.95","Credit card (automatic)","Low/Medium Risk"
"5173-ZXXXL","Male","One year","2","19.95","Mailed check","Low/Medium Risk"
"3507-GASNP","Male","Two year","60","19.95","Mailed check","Low/Medium Risk"
"4277-BWBML","Male","Two year","72","19.95","Bank transfer (automatic)","Low/Medium Risk"
"6286-SUUWT","Male","Month-to-month","1","19.95","Mailed check","Low/Medium Risk"
"3097-PYWXL","Female","Month-to-month","4","19.95","Electronic check","Low/Medium Risk"
"0621-TSSMU","Male","One year","56","19.95","Credit card (automatic)","Low/Medium Risk"
"4694-PHWFW","Female","Month-to-month","8","19.95","Mailed check","Low/Medium Risk"
"5146-YYFRZ","Male","Two year","67","19.95","Bank transfer (automatic)","Low/Medium Risk"
"9847-HNVGP","Male","One year","17","19.95","Mailed check","Low/Medium Risk"
"2796-NNUFI","Female","Two year","46","19.95","Mailed check","Low/Medium Risk"
"9522-ZSINC","Male","One year","13","19.95","Electronic check","Low/Medium Risk"
"5619-XZZKR","Male","One year","4","19.95","Mailed check","Low/Medium Risk"
"3678-MNGZX","Male","Two year","68","19.95","Bank transfer (automatic)","Low/Medium Risk"
"9418-RUKPH","Female","Two year","38","19.95","Mailed check","Low/Medium Risk"
"1460-UZPRJ","Male","Two year","60","19.95","Mailed check","Low/Medium Risk"
"3623-FQBOX","Male","Month-to-month","21","19.95","Mailed check","Low/Medium Risk"
"5144-PQCDZ","Male","Month-to-month","4","19.95","Mailed check","Low/Medium Risk"
"1574-DYCWE","Female","Two year","51","19.95","Mailed check","Low/Medium Risk"
"4632-PAOYU","Male","One year","22","19.95","Mailed check","Low/Medium Risk"
"7560-QRBXH","Female","One year","48","19.95","Mailed check","Low/Medium Risk"
"4636-TVXVG","Male","One year","62","19.95","Bank transfer (automatic)","Low/Medium Risk"
"8896-RAZCR","Female","Two year","44","19.9","Mailed check","Low/Medium Risk"
"5066-GFJMM","Female","Month-to-month","3","19.9","Mailed check","Low/Medium Risk"
"6345-FZOQH","Male","Two year","69","19.9","Mailed check","Low/Medium Risk"
"9537-JALFH","Male","Two year","69","19.9","Bank transfer (automatic)","Low/Medium Risk"
"4936-YPJNK","Female","Month-to-month","10","19.9","Mailed check","Low/Medium Risk"
"0754-EEBDC","Male","Two year","4","19.9","Mailed check","Low/Medium Risk"
"1069-QJOEE","Male","One year","25","19.9","Electronic check","Low/Medium Risk"
"3079-BCHLN","Male","One year","47","19.9","Bank transfer (automatic)","Low/Medium Risk"
"8748-HFWBO","Male","One year","19","19.9","Mailed check","Low/Medium Risk"
"7878-RTCZG","Female","Month-to-month","1","19.9","Mailed check","Low/Medium Risk"
"2878-DHMIN","Male","One year","35","19.9","Electronic check","Low/Medium Risk"
